"","CHR","start","end","BinFilterFlag","GC","exondensity","FRS"
"chr1_4134","chr1",206700001,206750000,1,0.481,2,0.190977900488347
"chr1_4135","chr1",206750001,206800000,1,0.451,22,0.195595745531713
"chr1_4136","chr1",206800001,206850000,1,0.444,4,0.197516163848263
"chr1_4137","chr1",206850001,206900000,1,0.472,2,0.208166549108416
"chr1_4138","chr1",206900001,206950000,1,0.464,16,0.192130849249534
"chr1_4139","chr1",206950001,207000000,1,0.447,1,0.182263297394971
"chr1_4140","chr1",207000001,207050000,1,0.426,13,0.180489830138209
"chr1_4141","chr1",207050001,207100000,1,0.458,17,0.191325134448588
"chr1_4142","chr1",207100001,207150000,1,0.481,21,0.19013033749868
"chr1_4143","chr1",207150001,207200000,1,0.436,4,0.183885013974685
"chr1_4144","chr1",207200001,207250000,1,0.427,27,0.19889814983719
"chr1_4145","chr1",207250001,207300000,1,0.393,19,0.182891649395364
"chr1_4146","chr1",207300001,207350000,1,0.377,6,0.181938999282713
"chr1_4147","chr1",207350001,207400000,1,0.387,0,0.181814261421906
"chr1_4148","chr1",207400001,207450000,1,0.383,0,0.17887655685875
"chr1_4149","chr1",207450001,207500000,1,0.394,5,0.190089666856459
"chr1_4150","chr1",207500001,207550000,1,0.363,8,0.187967060916792
"chr1_4151","chr1",207550001,207600000,1,0.391,0,0.181913321440952
"chr1_4152","chr1",207600001,207650000,1,0.384,15,0.168147022587632
"chr1_4153","chr1",207650001,207700000,1,0.386,10,0.182124341098819
"chr1_4154","chr1",207700001,207750000,0,0.403,24,0.19796232190969
"chr1_4155","chr1",207750001,207800000,1,0.385,17,0.191074422771735
"chr1_4156","chr1",207800001,207850000,1,0.409,3,0.184229880414487
"chr1_4157","chr1",207850001,207900000,0,0.396,14,0.182467845140053
"chr1_4158","chr1",207900001,207950000,0,0.404,9,0.191144956486854
"chr1_4159","chr1",207950001,208000000,1,0.439,13,0.206727519465178
"chr1_4160","chr1",208000001,208050000,1,0.464,2,0.211123330942502
"chr1_4161","chr1",208050001,208100000,1,0.442,9,0.190694720423488
"chr1_4162","chr1",208100001,208150000,1,0.413,0,0.178114716359484
"chr1_4163","chr1",208150001,208200000,1,0.45,1,0.176705320424935
"chr1_4164","chr1",208200001,208250000,1,0.492,19,0.183658456304554
"chr1_4165","chr1",208250001,208300000,1,0.468,8,0.18506066848498
"chr1_4166","chr1",208300001,208350000,1,0.474,1,0.180039268060058
"chr1_4167","chr1",208350001,208400000,1,0.476,3,0.179535819512888
"chr1_4168","chr1",208400001,208450000,1,0.466,1,0.177004821691728
"chr1_4169","chr1",208450001,208500000,1,0.426,0,0.167084732010985
"chr1_4170","chr1",208500001,208550000,1,0.415,0,0.168300081894775
"chr1_4171","chr1",208550001,208600000,1,0.409,0,0.170728731150857
"chr1_4172","chr1",208600001,208650000,1,0.413,0,0.168461243372774
"chr1_4173","chr1",208650001,208700000,1,0.398,0,0.166233503004641
"chr1_4174","chr1",208700001,208750000,1,0.414,0,0.168636927354693
"chr1_4175","chr1",208750001,208800000,1,0.417,0,0.166248212076503
"chr1_4176","chr1",208800001,208850000,1,0.413,0,0.167547612091177
"chr1_4177","chr1",208850001,208900000,1,0.385,0,0.164774551428177
"chr1_4178","chr1",208900001,208950000,1,0.396,0,0.167193005058079
"chr1_4179","chr1",208950001,209000000,1,0.407,0,0.163436289010264
"chr1_4180","chr1",209000001,209050000,1,0.4,0,0.167417166881305
"chr1_4181","chr1",209050001,209100000,1,0.392,0,0.166383294213991
"chr1_4182","chr1",209100001,209150000,1,0.398,0,0.163839690239694
"chr1_4183","chr1",209150001,209200000,1,0.388,0,0.165873346075939
"chr1_4184","chr1",209200001,209250000,1,0.411,0,0.167992082609566
"chr1_4185","chr1",209250001,209300000,1,0.402,0,0.166790332343292
"chr1_4186","chr1",209300001,209350000,1,0.409,0,0.16940364391442
"chr1_4187","chr1",209350001,209400000,1,0.412,0,0.17260507966099
"chr1_4188","chr1",209400001,209450000,1,0.397,0,0.162247270300174
"chr1_4189","chr1",209450001,209500000,1,0.416,0,0.170501396493811
"chr1_4190","chr1",209500001,209550000,1,0.412,0,0.166482421689767
"chr1_4191","chr1",209550001,209600000,1,0.43,0,0.174442330239674
"chr1_4192","chr1",209600001,209650000,1,0.439,5,0.168670496455386
"chr1_4193","chr1",209650001,209700000,1,0.418,0,0.165917676939186
"chr1_4194","chr1",209700001,209750000,1,0.444,0,0.172229508977169
"chr1_4195","chr1",209750001,209800000,1,0.478,25,0.180190190979725
"chr1_4196","chr1",209800001,209850000,1,0.475,18,0.195015881346764
"chr1_4197","chr1",209850001,209900000,1,0.406,7,0.176804869593855
"chr1_4198","chr1",209900001,209950000,1,0.439,14,0.201218154220028
"chr1_4199","chr1",209950001,210000000,1,0.443,18,0.192174736322133
"chr1_4200","chr1",210000001,210050000,1,0.427,12,0.181523415368661
"chr1_4201","chr1",210050001,210100000,0,0.411,0,0.168801347580441
"chr1_4202","chr1",210100001,210150000,1,0.372,4,0.160388677471459
"chr1_4203","chr1",210150001,210200000,1,0.365,2,0.157366109306672
"chr1_4204","chr1",210200001,210250000,1,0.353,0,0.159687534195276
"chr1_4205","chr1",210250001,210300000,1,0.384,2,0.164432069575204
"chr1_4206","chr1",210300001,210350000,1,0.362,4,0.156441365692056
"chr1_4207","chr1",210350001,210400000,1,0.406,0,0.167393855967476
"chr1_4208","chr1",210400001,210450000,1,0.454,7,0.167648312072948
"chr1_4209","chr1",210450001,210500000,1,0.432,0,0.167128335937551
"chr1_4210","chr1",210500001,210550000,1,0.43,6,0.171201023140817
"chr1_4211","chr1",210550001,210600000,1,0.418,4,0.168964044688768
"chr1_4212","chr1",210600001,210650000,1,0.411,2,0.170811404259482
"chr1_4213","chr1",210650001,210700000,1,0.421,1,0.170915544587212
"chr1_4214","chr1",210700001,210750000,1,0.438,0,0.169804099040337
"chr1_4215","chr1",210750001,210800000,1,0.407,2,0.172360645853039
"chr1_4216","chr1",210800001,210850000,1,0.434,1,0.191269845149712
"chr1_4217","chr1",210850001,210900000,1,0.454,1,0.168701974162681
"chr1_4218","chr1",210900001,210950000,1,0.435,1,0.169034653261199
"chr1_4219","chr1",210950001,211000000,1,0.414,2,0.165694175753127
"chr1_4220","chr1",211000001,211050000,1,0.393,0,0.170724537848637
"chr1_4221","chr1",211050001,211100000,1,0.41,1,0.171129806464169
"chr1_4222","chr1",211100001,211150000,1,0.386,0,0.169608762268965
"chr1_4223","chr1",211150001,211200000,1,0.395,2,0.169734960854371
"chr1_4224","chr1",211200001,211250000,1,0.396,0,0.1684169797237
"chr1_4225","chr1",211250001,211300000,1,0.412,4,0.164794114284266
"chr1_4226","chr1",211300001,211350000,1,0.404,1,0.167754931383512
"chr1_4227","chr1",211350001,211400000,1,0.417,0,0.169847623555054
"chr1_4228","chr1",211400001,211450000,1,0.419,7,0.180405268123357
"chr1_4229","chr1",211450001,211500000,1,0.368,10,0.184461846217219
"chr1_4230","chr1",211500001,211550000,1,0.446,13,0.188354001358232
"chr1_4231","chr1",211550001,211600000,1,0.394,5,0.181819956359358
"chr1_4232","chr1",211600001,211650000,1,0.409,2,0.181144255318189
"chr1_4233","chr1",211650001,211700000,1,0.501,2,0.18223817660487
"chr1_4234","chr1",211700001,211750000,1,0.453,1,0.17787495089097
"chr1_4235","chr1",211750001,211800000,1,0.465,1,0.206327585409714
"chr1_4236","chr1",211800001,211850000,1,0.453,11,0.183863475493543
"chr1_4237","chr1",211850001,211900000,1,0.458,0,0.183554690802444
"chr1_4238","chr1",211900001,211950000,1,0.405,2,0.177947520612787
"chr1_4239","chr1",211950001,212000000,1,0.382,4,0.182157451804516
"chr1_4240","chr1",212000001,212050000,1,0.419,3,0.181046025306276
"chr1_4241","chr1",212050001,212100000,1,0.443,0,0.185646273106961
"chr1_4242","chr1",212100001,212150000,1,0.406,10,0.188026378684356
"chr1_4243","chr1",212150001,212200000,1,0.367,11,0.176300287654465
"chr1_4244","chr1",212200001,212250000,1,0.386,12,0.183765555332304
"chr1_4245","chr1",212250001,212300000,1,0.411,5,0.191439901768598
"chr1_4246","chr1",212300001,212350000,1,0.44,1,0.192735678985098
"chr1_4247","chr1",212350001,212400000,1,0.445,0,0.194171610143541
"chr1_4248","chr1",212400001,212450000,1,0.433,0,0.197103248532882
"chr1_4249","chr1",212450001,212500000,1,0.412,2,0.188951767430494
"chr1_4250","chr1",212500001,212550000,1,0.381,15,0.184787402454007
"chr1_4251","chr1",212550001,212600000,1,0.458,7,0.190340137368866
"chr1_4252","chr1",212600001,212650000,1,0.486,4,0.186691122305789
"chr1_4253","chr1",212650001,212700000,1,0.478,0,0.182428311435088
"chr1_4254","chr1",212700001,212750000,1,0.404,1,0.180374298584959
"chr1_4255","chr1",212750001,212800000,1,0.453,12,0.181670203896334
"chr1_4256","chr1",212800001,212850000,1,0.451,0,0.196998273221375
"chr1_4257","chr1",212850001,212900000,1,0.455,4,0.185840069743512
"chr1_4258","chr1",212900001,212950000,1,0.393,2,0.190662316052983
"chr1_4259","chr1",212950001,213000000,1,0.416,18,0.191434757335729
"chr1_4260","chr1",213000001,213050000,1,0.433,8,0.186757798527967
"chr1_4261","chr1",213050001,213100000,1,0.422,7,0.180270894872512
"chr1_4262","chr1",213100001,213150000,1,0.47,11,0.179269468630052
"chr1_4263","chr1",213150001,213200000,1,0.412,13,0.179109296717109
"chr1_4264","chr1",213200001,213250000,1,0.396,4,0.179977683274855
"chr1_4265","chr1",213250001,213300000,1,0.373,4,0.182293449305344
"chr1_4266","chr1",213300001,213350000,1,0.385,3,0.179388292580681
"chr1_4267","chr1",213350001,213400000,1,0.374,0,0.180294966081896
"chr1_4268","chr1",213400001,213450000,1,0.362,7,0.171567309981083
"chr1_4269","chr1",213450001,213500000,1,0.428,0,0.174856289986621
"chr1_4270","chr1",213500001,213550000,1,0.422,0,0.16835686156183
"chr1_4271","chr1",213550001,213600000,1,0.473,0,0.16771558722964
"chr1_4272","chr1",213600001,213650000,1,0.404,0,0.163638957025634
"chr1_4273","chr1",213650001,213700000,1,0.392,0,0.166380029087768
"chr1_4274","chr1",213700001,213750000,1,0.417,0,0.169747907836926
"chr1_4275","chr1",213750001,213800000,1,0.437,0,0.169598625569994
"chr1_4276","chr1",213800001,213850000,1,0.4,0,0.168770691339206
"chr1_4277","chr1",213850001,213900000,1,0.419,0,0.170371923500082
"chr1_4278","chr1",213900001,213950000,1,0.417,0,0.174788980530576
"chr1_4279","chr1",213950001,214000000,1,0.42,2,0.172981757707345
"chr1_4280","chr1",214000001,214050000,1,0.41,1,0.164837892292036
"chr1_4281","chr1",214050001,214100000,1,0.413,2,0.168371563192687
"chr1_4282","chr1",214100001,214150000,1,0.39,1,0.168888960319114
"chr1_4283","chr1",214150001,214200000,0,0.43,5,0.167455036522355
"chr1_4284","chr1",214200001,214250000,1,0.402,1,0.169686876305238
"chr1_4285","chr1",214250001,214300000,1,0.412,0,0.17071288821905
"chr1_4286","chr1",214300001,214350000,1,0.403,0,0.166978537970181
"chr1_4287","chr1",214350001,214400000,1,0.406,0,0.165268526481192
"chr1_4288","chr1",214400001,214450000,1,0.392,0,0.167449621492978
"chr1_4289","chr1",214450001,214500000,1,0.432,6,0.179617930715749
"chr1_4290","chr1",214500001,214550000,1,0.435,11,0.178945436006919
"chr1_4291","chr1",214550001,214600000,1,0.416,11,0.170673015504047
"chr1_4292","chr1",214600001,214650000,1,0.402,2,0.167981580711001
"chr1_4293","chr1",214650001,214700000,1,0.406,1,0.164190095812838
"chr1_4294","chr1",214700001,214750000,1,0.417,2,0.166524768818868
"chr1_4295","chr1",214750001,214800000,1,0.416,7,0.177094663756083
"chr1_4296","chr1",214800001,214850000,1,0.4,13,0.180207193454594
"chr1_4297","chr1",214850001,214900000,1,0.387,0,0.166103168084807
"chr1_4298","chr1",214900001,214950000,1,0.381,0,0.167089373832169
"chr1_4299","chr1",214950001,215000000,1,0.383,0,0.171527786366257
"chr1_4300","chr1",215000001,215050000,1,0.393,0,0.170587031631065
"chr1_4301","chr1",215050001,215100000,1,0.372,0,0.166397629054923
"chr1_4302","chr1",215100001,215150000,1,0.377,0,0.16825098840249
"chr1_4303","chr1",215150001,215200000,1,0.381,1,0.16799934866647
"chr1_4304","chr1",215200001,215250000,1,0.362,0,0.163686027911907
"chr1_4305","chr1",215250001,215300000,1,0.37,3,0.167438594727271
"chr1_4306","chr1",215300001,215350000,1,0.363,2,0.167383641405572
"chr1_4307","chr1",215350001,215400000,1,0.361,1,0.162074613022287
"chr1_4308","chr1",215400001,215450000,1,0.379,1,0.170432950305481
"chr1_4309","chr1",215450001,215500000,1,0.364,0,0.168336502441701
"chr1_4310","chr1",215500001,215550000,1,0.357,0,0.164563809546867
"chr1_4311","chr1",215550001,215600000,1,0.386,0,0.165713535914407
"chr1_4312","chr1",215600001,215650000,1,0.363,0,0.164864622931373
"chr1_4313","chr1",215650001,215700000,1,0.368,0,0.163825362932575
"chr1_4314","chr1",215700001,215750000,1,0.377,4,0.169263090128287
"chr1_4315","chr1",215750001,215800000,1,0.353,17,0.16971220591197
"chr1_4316","chr1",215800001,215850000,1,0.405,9,0.167173171508462
"chr1_4317","chr1",215850001,215900000,1,0.392,1,0.1669350831221
"chr1_4318","chr1",215900001,215950000,1,0.367,6,0.164058623030642
"chr1_4319","chr1",215950001,216000000,1,0.355,8,0.165101720389741
"chr1_4320","chr1",216000001,216050000,1,0.364,4,0.167739234175824
"chr1_4321","chr1",216050001,216100000,1,0.359,5,0.16609222291619
"chr1_4322","chr1",216100001,216150000,1,0.348,3,0.159325842809881
"chr1_4323","chr1",216150001,216200000,1,0.377,3,0.165127941218944
"chr1_4324","chr1",216200001,216250000,1,0.363,5,0.168146049295052
"chr1_4325","chr1",216250001,216300000,1,0.344,6,0.163079800559931
"chr1_4326","chr1",216300001,216350000,1,0.371,2,0.165960208356212
"chr1_4327","chr1",216350001,216400000,1,0.358,6,0.162192771639798
"chr1_4328","chr1",216400001,216450000,1,0.356,3,0.16380961485351
"chr1_4329","chr1",216450001,216500000,1,0.353,6,0.160645419376876
"chr1_4330","chr1",216500001,216550000,1,0.349,2,0.168106481473414
"chr1_4331","chr1",216550001,216600000,1,0.36,3,0.167173163850188
"chr1_4332","chr1",216600001,216650000,1,0.366,0,0.168913636764099
"chr1_4333","chr1",216650001,216700000,1,0.367,2,0.172085296700895
"chr1_4334","chr1",216700001,216750000,1,0.361,2,0.166444150736604
"chr1_4335","chr1",216750001,216800000,1,0.374,0,0.169614938645504
"chr1_4336","chr1",216800001,216850000,1,0.375,2,0.167310937237633
"chr1_4337","chr1",216850001,216900000,1,0.362,6,0.158234881515543
"chr1_4338","chr1",216900001,216950000,1,0.379,0,0.165701897424265
"chr1_4339","chr1",216950001,217000000,1,0.377,1,0.167292027854376
"chr1_4340","chr1",217000001,217050000,1,0.374,1,0.164706627312014
"chr1_4341","chr1",217050001,217100000,1,0.395,0,0.168796322951499
"chr1_4342","chr1",217100001,217150000,1,0.383,3,0.167231737188294
"chr1_4343","chr1",217150001,217200000,1,0.387,1,0.172648255502783
"chr1_4344","chr1",217200001,217250000,1,0.397,0,0.171245795126216
"chr1_4345","chr1",217250001,217300000,1,0.402,3,0.17093842031677
"chr1_4346","chr1",217300001,217350000,1,0.394,1,0.167095842190632
"chr1_4347","chr1",217350001,217400000,1,0.377,0,0.17152411853609
"chr1_4348","chr1",217400001,217450000,1,0.383,0,0.16979540306006
"chr1_4349","chr1",217450001,217500000,1,0.379,0,0.167804918308374
"chr1_4350","chr1",217500001,217550000,1,0.396,0,0.171754231124193
"chr1_4351","chr1",217550001,217600000,1,0.39,0,0.167566426207717
"chr1_4352","chr1",217600001,217650000,1,0.366,2,0.1713596824586
"chr1_4353","chr1",217650001,217700000,1,0.369,5,0.169844923613853
"chr1_4354","chr1",217700001,217750000,1,0.368,0,0.171536346663752
"chr1_4355","chr1",217750001,217800000,1,0.353,5,0.168269748762621
"chr1_4356","chr1",217800001,217850000,1,0.367,6,0.161201203912914
"chr1_4357","chr1",217850001,217900000,1,0.373,1,0.165187828949038
"chr1_4358","chr1",217900001,217950000,1,0.348,4,0.156502580971978
"chr1_4359","chr1",217950001,218000000,1,0.35,2,0.158173875742372
"chr1_4360","chr1",218000001,218050000,1,0.347,2,0.162100823061225
"chr1_4361","chr1",218050001,218100000,1,0.404,0,0.169856204117149
"chr1_4362","chr1",218100001,218150000,1,0.393,0,0.169097429181935
"chr1_4363","chr1",218150001,218200000,1,0.385,0,0.166335238834084
"chr1_4364","chr1",218200001,218250000,1,0.366,0,0.167111782918599
"chr1_4365","chr1",218250001,218300000,1,0.375,0,0.166460232885984
"chr1_4366","chr1",218300001,218350000,1,0.365,0,0.161329338284486
"chr1_4367","chr1",218350001,218400000,1,0.365,0,0.158910294344905
"chr1_4368","chr1",218400001,218450000,1,0.383,0,0.162349179482987
"chr1_4369","chr1",218450001,218500000,1,0.388,4,0.171729478638923
"chr1_4370","chr1",218500001,218550000,1,0.402,3,0.176241702093711
"chr1_4371","chr1",218550001,218600000,1,0.43,1,0.170144451136601
"chr1_4372","chr1",218600001,218650000,1,0.386,6,0.170478227362061
"chr1_4373","chr1",218650001,218700000,1,0.401,0,0.172277694737647
"chr1_4374","chr1",218700001,218750000,1,0.39,1,0.166579311119017
"chr1_4375","chr1",218750001,218800000,1,0.394,0,0.171991673142403
"chr1_4376","chr1",218800001,218850000,1,0.385,0,0.16941161175228
"chr1_4377","chr1",218850001,218900000,1,0.386,0,0.170001432205541
"chr1_4378","chr1",218900001,218950000,1,0.393,0,0.16875495352485
"chr1_4379","chr1",218950001,219000000,1,0.371,0,0.16840121306022
"chr1_4380","chr1",219000001,219050000,1,0.361,0,0.164495248852536
"chr1_4381","chr1",219050001,219100000,1,0.386,0,0.166792152381942
"chr1_4382","chr1",219100001,219150000,1,0.373,0,0.167945393526561
"chr1_4383","chr1",219150001,219200000,1,0.354,0,0.164020411213963
"chr1_4384","chr1",219200001,219250000,1,0.357,0,0.167206411567886
"chr1_4385","chr1",219250001,219300000,1,0.366,2,0.175761009771203
"chr1_4386","chr1",219300001,219350000,1,0.362,4,0.17832422692818
"chr1_4387","chr1",219350001,219400000,1,0.346,7,0.174163502120574
"chr1_4388","chr1",219400001,219450000,1,0.365,0,0.170449978928514
"chr1_4389","chr1",219450001,219500000,1,0.39,0,0.175060949092711
"chr1_4390","chr1",219500001,219550000,1,0.374,0,0.168127858406145
"chr1_4391","chr1",219550001,219600000,1,0.387,0,0.167326766383495
"chr1_4392","chr1",219600001,219650000,1,0.385,0,0.174783494564953
"chr1_4393","chr1",219650001,219700000,1,0.374,0,0.165070612184256
"chr1_4394","chr1",219700001,219750000,1,0.402,0,0.167501602784035
"chr1_4395","chr1",219750001,219800000,1,0.395,0,0.171362596198581
"chr1_4396","chr1",219800001,219850000,1,0.389,0,0.172153063827312
"chr1_4397","chr1",219850001,219900000,1,0.385,1,0.167737527799626
"chr1_4398","chr1",219900001,219950000,1,0.394,0,0.169770271673871
"chr1_4399","chr1",219950001,220000000,1,0.408,4,0.167103481821388
"chr1_4400","chr1",220000001,220050000,1,0.394,1,0.168986713411744
"chr1_4401","chr1",220050001,220100000,1,0.389,3,0.17243891719182
"chr1_4402","chr1",220100001,220150000,1,0.406,7,0.171176136028919
"chr1_4403","chr1",220150001,220200000,1,0.37,24,0.174896820068845
"chr1_4404","chr1",220200001,220250000,1,0.416,13,0.184198124187414
"chr1_4405","chr1",220250001,220300000,1,0.399,19,0.180812255030881
"chr1_4406","chr1",220300001,220350000,1,0.386,24,0.184174416954812
"chr1_4407","chr1",220350001,220400000,1,0.369,23,0.177807416314626
"chr1_4408","chr1",220400001,220450000,1,0.39,3,0.184866293274538
"chr1_4409","chr1",220450001,220500000,1,0.404,0,0.1722529067792
"chr1_4410","chr1",220500001,220550000,1,0.426,0,0.168815977719951
"chr1_4411","chr1",220550001,220600000,1,0.405,0,0.169324007297179
"chr1_4412","chr1",220600001,220650000,1,0.415,0,0.169926477841775
"chr1_4413","chr1",220650001,220700000,1,0.401,0,0.163736030323745
"chr1_4414","chr1",220700001,220750000,1,0.383,1,0.167435718132656
"chr1_4415","chr1",220750001,220800000,1,0.361,8,0.164247898230436
"chr1_4416","chr1",220800001,220850000,1,0.377,10,0.161492361931795
"chr1_4417","chr1",220850001,220900000,1,0.441,2,0.174258168031397
"chr1_4418","chr1",220900001,220950000,1,0.434,4,0.181834244933484
"chr1_4419","chr1",220950001,221000000,1,0.442,12,0.189862097271311
"chr1_4420","chr1",221000001,221050000,1,0.39,4,0.177756318109405
"chr1_4421","chr1",221050001,221100000,1,0.454,4,0.18494986025631
"chr1_4422","chr1",221100001,221150000,1,0.385,0,0.17534454655586
"chr1_4423","chr1",221150001,221200000,1,0.4,0,0.1788515393412
"chr1_4424","chr1",221200001,221250000,1,0.385,0,0.187091447477956
"chr1_4425","chr1",221250001,221300000,1,0.377,0,0.183646260393668
"chr1_4426","chr1",221300001,221350000,1,0.376,0,0.180918078766389
"chr1_4427","chr1",221350001,221400000,1,0.388,0,0.179130083927112
"chr1_4428","chr1",221400001,221450000,1,0.386,0,0.170689899316769
"chr1_4429","chr1",221450001,221500000,1,0.378,0,0.162490945121798
"chr1_4430","chr1",221500001,221550000,1,0.386,2,0.168558545022355
"chr1_4431","chr1",221550001,221600000,1,0.386,0,0.167646329648603
"chr1_4432","chr1",221600001,221650000,1,0.371,0,0.16499362182974
"chr1_4433","chr1",221650001,221700000,1,0.394,0,0.16977403253645
"chr1_4434","chr1",221700001,221750000,1,0.395,0,0.168169466211865
"chr1_4435","chr1",221750001,221800000,1,0.359,0,0.165244632735741
"chr1_4436","chr1",221800001,221850000,1,0.374,0,0.167524911891365
"chr1_4437","chr1",221850001,221900000,1,0.397,2,0.18446902187204
"chr1_4438","chr1",221900001,221950000,1,0.41,3,0.182320034355623
"chr1_4439","chr1",221950001,222000000,1,0.404,0,0.178350389300966
"chr1_4440","chr1",222000001,222050000,1,0.421,0,0.172395224877981
"chr1_4441","chr1",222050001,222100000,1,0.408,0,0.171433138149832
"chr1_4442","chr1",222100001,222150000,1,0.413,0,0.175565113667249
"chr1_4443","chr1",222150001,222200000,1,0.395,0,0.16928669752882
"chr1_4444","chr1",222200001,222250000,1,0.422,0,0.178691857602163
"chr1_4445","chr1",222250001,222300000,1,0.407,0,0.173360417986809
"chr1_4446","chr1",222300001,222350000,1,0.386,0,0.172903518689216
"chr1_4447","chr1",222350001,222400000,0,0.39,0,0.171666426111358
"chr1_4448","chr1",222400001,222450000,1,0.397,0,0.175544867011476
"chr1_4449","chr1",222450001,222500000,1,0.397,0,0.170077345956503
"chr1_4450","chr1",222500001,222550000,1,0.399,0,0.167729949626609
"chr1_4451","chr1",222550001,222600000,1,0.41,0,0.171030399081154
"chr1_4452","chr1",222600001,222650000,0,0.47,10,0.173490544236085
"chr1_4453","chr1",222650001,222700000,0,0.463,4,0.180158503713885
"chr1_4454","chr1",222700001,222750000,1,0.403,16,0.171143980504592
"chr1_4455","chr1",222750001,222800000,1,0.39,8,0.185188985789812
"chr1_4456","chr1",222800001,222850000,1,0.384,30,0.188092165255922
"chr1_4457","chr1",222850001,222900000,1,0.383,17,0.185155850400518
"chr1_4458","chr1",222900001,222950000,1,0.39,17,0.180359688468253
"chr1_4459","chr1",222950001,223000000,1,0.406,1,0.179474937862768
"chr1_4460","chr1",223000001,223050000,1,0.363,0,0.170574126282857
"chr1_4461","chr1",223050001,223100000,1,0.374,1,0.169154628854038
"chr1_4462","chr1",223100001,223150000,1,0.369,2,0.168905620280754
"chr1_4463","chr1",223150001,223200000,1,0.412,6,0.17313159735684
"chr1_4464","chr1",223200001,223250000,1,0.464,0,0.173939887975398
"chr1_4465","chr1",223250001,223300000,1,0.468,2,0.185580919198343
"chr1_4466","chr1",223300001,223350000,1,0.449,6,0.189110402891978
"chr1_4467","chr1",223350001,223400000,1,0.459,2,0.176721430294446
"chr1_4468","chr1",223400001,223450000,1,0.447,5,0.167808989470762
"chr1_4469","chr1",223450001,223500000,1,0.43,2,0.173408411268984
"chr1_4470","chr1",223500001,223550000,1,0.447,2,0.176269690326792
"chr1_4471","chr1",223550001,223600000,1,0.416,1,0.169391880618319
"chr1_4472","chr1",223600001,223650000,1,0.435,0,0.172890851762795
"chr1_4473","chr1",223650001,223700000,1,0.486,0,0.169196012722849
"chr1_4474","chr1",223700001,223750000,0,0.495,8,0.176966522208777
"chr1_4475","chr1",223750001,223800000,0,0.503,0,0.187306773448973
"chr1_4476","chr1",223800001,223850000,1,0.462,9,0.171886917716611
"chr1_4477","chr1",223850001,223900000,1,0.452,2,0.183070241941303
"chr1_4478","chr1",223900001,223950000,1,0.501,15,0.193430950476942
"chr1_4479","chr1",223950001,224000000,1,0.408,23,0.18599108132455
"chr1_4480","chr1",224000001,224050000,1,0.418,4,0.189975241001856
"chr1_4481","chr1",224050001,224100000,0,0.438,1,0.179326994462544
"chr1_4482","chr1",224100001,224150000,0,0.405,1,0.174959114727969
"chr1_4483","chr1",224150001,224200000,0,0.412,3,0.204065032234614
"chr1_4484","chr1",224200001,224250000,0,0.416,0,0.232940178944377
"chr1_4485","chr1",224250001,224300000,1,0.422,1,0.172277740988425
"chr1_4486","chr1",224300001,224350000,1,0.409,5,0.186152737080528
"chr1_4487","chr1",224350001,224400000,1,0.465,3,0.199022366824234
"chr1_4488","chr1",224400001,224450000,1,0.442,6,0.179010774055943
"chr1_4489","chr1",224450001,224500000,1,0.403,15,0.178573051816181
"chr1_4490","chr1",224500001,224550000,1,0.434,7,0.191575816655857
"chr1_4491","chr1",224550001,224600000,1,0.392,15,0.196312391389899
"chr1_4492","chr1",224600001,224650000,1,0.416,11,0.191979159331999
"chr1_4493","chr1",224650001,224700000,1,0.431,0,0.18161038191729
"chr1_4494","chr1",224700001,224750000,1,0.421,0,0.167351278038748
"chr1_4495","chr1",224750001,224800000,1,0.42,0,0.169496790743403
"chr1_4496","chr1",224800001,224850000,1,0.469,1,0.167247881573898
"chr1_4497","chr1",224850001,224900000,1,0.452,2,0.162776290156382
"chr1_4498","chr1",224900001,224950000,1,0.458,3,0.166302543441284
"chr1_4499","chr1",224950001,225000000,1,0.424,0,0.167192988179961
"chr1_4500","chr1",225000001,225050000,1,0.429,0,0.170535582411922
"chr1_4501","chr1",225050001,225100000,1,0.418,0,0.166007744297767
"chr1_4502","chr1",225100001,225150000,1,0.375,4,0.174589238243466
"chr1_4503","chr1",225150001,225200000,1,0.362,7,0.168542016762683
"chr1_4504","chr1",225200001,225250000,1,0.367,7,0.170156121060356
"chr1_4505","chr1",225250001,225300000,1,0.371,6,0.168098106156756
"chr1_4506","chr1",225300001,225350000,1,0.375,11,0.167710642653869
"chr1_4507","chr1",225350001,225400000,1,0.371,6,0.17136985965721
"chr1_4508","chr1",225400001,225450000,1,0.377,6,0.172338623163634
"chr1_4509","chr1",225450001,225500000,1,0.369,14,0.168035541895808
"chr1_4510","chr1",225500001,225550000,1,0.366,15,0.171927377623002
"chr1_4511","chr1",225550001,225600000,1,0.403,19,0.181296361660867
"chr1_4512","chr1",225600001,225650000,1,0.459,9,0.203747982343855
"chr1_4513","chr1",225650001,225700000,1,0.446,6,0.182512793404915
"chr1_4514","chr1",225700001,225750000,1,0.378,7,0.167360575977942
"chr1_4515","chr1",225750001,225800000,1,0.388,1,0.167634035554378
"chr1_4516","chr1",225800001,225850000,1,0.411,1,0.173522170578572
"chr1_4517","chr1",225850001,225900000,1,0.442,1,0.178821158038629
"chr1_4518","chr1",225900001,225950000,1,0.466,2,0.182364208293958
"chr1_4519","chr1",225950001,226000000,1,0.451,7,0.197601559717772
"chr1_4520","chr1",226000001,226050000,1,0.509,22,0.198967385110872
"chr1_4521","chr1",226050001,226100000,1,0.511,18,0.19918049360462
